,v1,v2,v3,v4,v5,word_length,nltk_tokens,spaCy_tokens,nltk_lemmatization,spaCy_lemmatization
29,ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,,,,64,"['Ahhh', '.', 'Work', '.', 'I', 'vaguely', 'remember', 'that', '!', 'What', 'does', 'it', 'feel', 'like', '?', 'Lol']","['Ahhh', '.', 'Work', '.', 'I', 'vaguely', 'remember', 'that', '!', 'What', 'does', 'it', 'feel', 'like', '?', 'Lol']","['Ahhh', '.', 'Work', '.', 'I', 'vaguely', 'remember', 'that', '!', 'What', 'doe', 'it', 'feel', 'like', '?', 'Lol']","['ahhh', '.', 'work', '.', 'I', 'vaguely', 'remember', 'that', '!', 'what', 'do', 'it', 'feel', 'like', '?', 'lol']"
30,ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",,,,130,"['Wait', 'that', ""'s"", 'still', 'not', 'all', 'that', 'clear', ',', 'were', 'you', 'not', 'sure', 'about', 'me', 'being', 'sarcastic', 'or', 'that', 'that', ""'s"", 'why', 'x', 'does', ""n't"", 'want', 'to', 'live', 'with', 'us']","['Wait', 'that', ""'s"", 'still', 'not', 'all', 'that', 'clear', ',', 'were', 'you', 'not', 'sure', 'about', 'me', 'being', 'sarcastic', 'or', 'that', 'that', ""'s"", 'why', 'x', 'does', ""n't"", 'want', 'to', 'live', 'with', 'us']","['Wait', 'that', ""'s"", 'still', 'not', 'all', 'that', 'clear', ',', 'were', 'you', 'not', 'sure', 'about', 'me', 'being', 'sarcastic', 'or', 'that', 'that', ""'s"", 'why', 'x', 'doe', ""n't"", 'want', 'to', 'live', 'with', 'u']","['wait', 'that', 'be', 'still', 'not', 'all', 'that', 'clear', ',', 'be', 'you', 'not', 'sure', 'about', 'I', 'be', 'sarcastic', 'or', 'that', 'that', 'be', 'why', 'x', 'do', 'not', 'want', 'to', 'live', 'with', 'we']"
31,ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,,,,189,"['Yeah', 'he', 'got', 'in', 'at', '2', 'and', 'was', 'v', 'apologetic', '.', 'n', 'had', 'fallen', 'out', 'and', 'she', 'was', 'actin', 'like', 'spoilt', 'child', 'and', 'he', 'got', 'caught', 'up', 'in', 'that', '.', 'Till', '2', '!', 'But', 'we', 'wo', ""n't"", 'go', 'there', '!', 'Not', 'doing', 'too', 'badly', 'cheers', '.', 'You', '?']","['Yeah', 'he', 'got', 'in', 'at', '2', 'and', 'was', 'v', 'apologetic', '.', 'n', 'had', 'fallen', 'out', 'and', 'she', 'was', 'actin', 'like', 'spoilt', 'child', 'and', 'he', 'got', 'caught', 'up', 'in', 'that', '.', 'Till', '2', '!', 'But', 'we', 'wo', ""n't"", 'go', 'there', '!', 'Not', 'doing', 'too', 'badly', 'cheers', '.', 'You', '?']","['Yeah', 'he', 'got', 'in', 'at', '2', 'and', 'wa', 'v', 'apologetic', '.', 'n', 'had', 'fallen', 'out', 'and', 'she', 'wa', 'actin', 'like', 'spoilt', 'child', 'and', 'he', 'got', 'caught', 'up', 'in', 'that', '.', 'Till', '2', '!', 'But', 'we', 'wo', ""n't"", 'go', 'there', '!', 'Not', 'doing', 'too', 'badly', 'cheer', '.', 'You', '?']","['yeah', 'he', 'get', 'in', 'at', '2', 'and', 'be', 'v', 'apologetic', '.', 'n', 'have', 'fall', 'out', 'and', 'she', 'be', 'actin', 'like', 'spoil', 'child', 'and', 'he', 'get', 'catch', 'up', 'in', 'that', '.', 'till', '2', '!', 'but', 'we', 'will', 'not', 'go', 'there', '!', 'not', 'do', 'too', 'badly', 'cheer', '.', 'you', '?']"
32,ham,K tell me anything about you.,,,,29,"['K', 'tell', 'me', 'anything', 'about', 'you', '.']","['K', 'tell', 'me', 'anything', 'about', 'you', '.']","['K', 'tell', 'me', 'anything', 'about', 'you', '.']","['K', 'tell', 'I', 'anything', 'about', 'you', '.']"
33,ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa,,,,84,"['For', 'fear', 'of', 'fainting', 'with', 'the', 'of', 'all', 'that', 'housework', 'you', 'just', 'did', '?', 'Quick', 'have', 'a', 'cuppa']","['For', 'fear', 'of', 'fainting', 'with', 'the', 'of', 'all', 'that', 'housework', 'you', 'just', 'did', '?', 'Quick', 'have', 'a', 'cuppa']","['For', 'fear', 'of', 'fainting', 'with', 'the', 'of', 'all', 'that', 'housework', 'you', 'just', 'did', '?', 'Quick', 'have', 'a', 'cuppa']","['for', 'fear', 'of', 'faint', 'with', 'the', 'of', 'all', 'that', 'housework', 'you', 'just', 'do', '?', 'Quick', 'have', 'a', 'cuppa']"
34,spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,,,,159,"['Thanks', 'for', 'your', 'subscription', 'to', 'Ringtone', 'UK', 'your', 'mobile', 'will', 'be', 'charged', 'å£5/month', 'Please', 'confirm', 'by', 'replying', 'YES', 'or', 'NO', '.', 'If', 'you', 'reply', 'NO', 'you', 'will', 'not', 'be', 'charged']","['Thanks', 'for', 'your', 'subscription', 'to', 'Ringtone', 'UK', 'your', 'mobile', 'will', 'be', 'charged', 'å£5', '/', 'month', 'Please', 'confirm', 'by', 'replying', 'YES', 'or', 'NO', '.', 'If', 'you', 'reply', 'NO', 'you', 'will', 'not', 'be', 'charged']","['Thanks', 'for', 'your', 'subscription', 'to', 'Ringtone', 'UK', 'your', 'mobile', 'will', 'be', 'charged', 'å£5/month', 'Please', 'confirm', 'by', 'replying', 'YES', 'or', 'NO', '.', 'If', 'you', 'reply', 'NO', 'you', 'will', 'not', 'be', 'charged']","['thank', 'for', 'your', 'subscription', 'to', 'Ringtone', 'UK', 'your', 'mobile', 'will', 'be', 'charge', 'å£5', '/', 'month', 'please', 'confirm', 'by', 'reply', 'YES', 'or', 'NO', '.', 'if', 'you', 'reply', 'no', 'you', 'will', 'not', 'be', 'charge']"
35,ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,,,,123,"['Yup', '...', 'Ok', 'i', 'go', 'home', 'look', 'at', 'the', 'timings', 'then', 'i', 'msg', 'Ì_', 'again', '...', 'Xuhui', 'going', 'to', 'learn', 'on', '2nd', 'may', 'too', 'but', 'her', 'lesson', 'is', 'at', '8am']","['Yup', '...', 'Ok', 'i', 'go', 'home', 'look', 'at', 'the', 'timings', 'then', 'i', 'msg', 'Ì', '_', 'again', '...', 'Xuhui', 'going', 'to', 'learn', 'on', '2nd', 'may', 'too', 'but', 'her', 'lesson', 'is', 'at', '8', 'am']","['Yup', '...', 'Ok', 'i', 'go', 'home', 'look', 'at', 'the', 'timing', 'then', 'i', 'msg', 'Ì_', 'again', '...', 'Xuhui', 'going', 'to', 'learn', 'on', '2nd', 'may', 'too', 'but', 'her', 'lesson', 'is', 'at', '8am']","['yup', '...', 'ok', 'I', 'go', 'home', 'look', 'at', 'the', 'timing', 'then', 'I', 'msg', 'Ì', '_', 'again', '...', 'Xuhui', 'go', 'to', 'learn', 'on', '2nd', 'may', 'too', 'but', 'her', 'lesson', 'be', 'at', '8', 'am']"
36,ham,"Oops, I'll let you know when my roommate's done",,,,47,"['Oops', ',', 'I', ""'ll"", 'let', 'you', 'know', 'when', 'my', 'roommate', ""'s"", 'done']","['Oops', ',', 'I', ""'ll"", 'let', 'you', 'know', 'when', 'my', 'roommate', ""'s"", 'done']","['Oops', ',', 'I', ""'ll"", 'let', 'you', 'know', 'when', 'my', 'roommate', ""'s"", 'done']","['oop', ',', 'I', 'will', 'let', 'you', 'know', 'when', 'my', 'roommate', ""'s"", 'do']"
37,ham,I see the letter B on my car,,,,28,"['I', 'see', 'the', 'letter', 'B', 'on', 'my', 'car']","['I', 'see', 'the', 'letter', 'B', 'on', 'my', 'car']","['I', 'see', 'the', 'letter', 'B', 'on', 'my', 'car']","['I', 'see', 'the', 'letter', 'b', 'on', 'my', 'car']"
38,ham,Anything lor... U decide...,,,,27,"['Anything', 'lor', '...', 'U', 'decide', '...']","['Anything', 'lor', '...', 'U', 'decide', '...']","['Anything', 'lor', '...', 'U', 'decide', '...']","['anything', 'lor', '...', 'u', 'decide', '...']"
39,ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,,,,155,"['Hello', '!', 'How', ""'s"", 'you', 'and', 'how', 'did', 'saturday', 'go', '?', 'I', 'was', 'just', 'texting', 'to', 'see', 'if', 'you', ""'d"", 'decided', 'to', 'do', 'anything', 'tomo', '.', 'Not', 'that', 'i', ""'m"", 'trying', 'to', 'invite', 'myself', 'or', 'anything', '!']","['Hello', '!', 'How', ""'s"", 'you', 'and', 'how', 'did', 'saturday', 'go', '?', 'I', 'was', 'just', 'texting', 'to', 'see', 'if', 'you', ""'d"", 'decided', 'to', 'do', 'anything', 'tomo', '.', 'Not', 'that', 'i', ""'m"", 'trying', 'to', 'invite', 'myself', 'or', 'anything', '!']","['Hello', '!', 'How', ""'s"", 'you', 'and', 'how', 'did', 'saturday', 'go', '?', 'I', 'wa', 'just', 'texting', 'to', 'see', 'if', 'you', ""'d"", 'decided', 'to', 'do', 'anything', 'tomo', '.', 'Not', 'that', 'i', ""'m"", 'trying', 'to', 'invite', 'myself', 'or', 'anything', '!']","['hello', '!', 'how', 'be', 'you', 'and', 'how', 'do', 'saturday', 'go', '?', 'I', 'be', 'just', 'texte', 'to', 'see', 'if', 'you', 'would', 'decide', 'to', 'do', 'anything', 'tomo', '.', 'not', 'that', 'I', 'be', 'try', 'to', 'invite', 'myself', 'or', 'anything', '!']"
40,ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,,,,82,"['Pls', 'go', 'ahead', 'with', 'watts', '.', 'I', 'just', 'wanted', 'to', 'be', 'sure', '.', 'Do', 'have', 'a', 'great', 'weekend', '.', 'Abiola']","['Pls', 'go', 'ahead', 'with', 'watts', '.', 'I', 'just', 'wanted', 'to', 'be', 'sure', '.', 'Do', 'have', 'a', 'great', 'weekend', '.', 'Abiola']","['Pls', 'go', 'ahead', 'with', 'watt', '.', 'I', 'just', 'wanted', 'to', 'be', 'sure', '.', 'Do', 'have', 'a', 'great', 'weekend', '.', 'Abiola']","['pls', 'go', 'ahead', 'with', 'watt', '.', 'I', 'just', 'want', 'to', 'be', 'sure', '.', 'do', 'have', 'a', 'great', 'weekend', '.', 'Abiola']"
41,ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",,,,142,"['Did', 'I', 'forget', 'to', 'tell', 'you', '?', 'I', 'want', 'you', ',', 'I', 'need', 'you', ',', 'I', 'crave', 'you', '...', 'But', 'most', 'of', 'all', '...', 'I', 'love', 'you', 'my', 'sweet', 'Arabian', 'steed', '...', 'Mmmmmm', '...', 'Yummy']","['Did', 'I', 'forget', 'to', 'tell', 'you', '?', 'I', 'want', 'you', ',', 'I', 'need', 'you', ',', 'I', 'crave', 'you', '...', 'But', 'most', 'of', 'all', '...', 'I', 'love', 'you', 'my', 'sweet', 'Arabian', 'steed', '...', 'Mmmmmm', '...', 'Yummy']","['Did', 'I', 'forget', 'to', 'tell', 'you', '?', 'I', 'want', 'you', ',', 'I', 'need', 'you', ',', 'I', 'crave', 'you', '...', 'But', 'most', 'of', 'all', '...', 'I', 'love', 'you', 'my', 'sweet', 'Arabian', 'steed', '...', 'Mmmmmm', '...', 'Yummy']","['do', 'I', 'forget', 'to', 'tell', 'you', '?', 'I', 'want', 'you', ',', 'I', 'need', 'you', ',', 'I', 'crave', 'you', '...', 'but', 'most', 'of', 'all', '...', 'I', 'love', 'you', 'my', 'sweet', 'arabian', 'steed', '...', 'mmmmmm', '...', 'Yummy']"
42,spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,,,,172,"['07732584351', '-', 'Rodger', 'Burns', '-', 'MSG', '=', 'We', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'free', 'nokia', 'mobile', '+', 'free', 'camcorder', '.', 'Please', 'call', 'now', '08000930705', 'for', 'delivery', 'tomorrow']","['07732584351', '-', 'Rodger', 'Burns', '-', 'MSG', '=', 'We', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'free', 'nokia', 'mobile', '+', 'free', 'camcorder', '.', 'Please', 'call', 'now', '08000930705', 'for', 'delivery', 'tomorrow']","['07732584351', '-', 'Rodger', 'Burns', '-', 'MSG', '=', 'We', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sm', 'for', 'a', 'free', 'nokia', 'mobile', '+', 'free', 'camcorder', '.', 'Please', 'call', 'now', '08000930705', 'for', 'delivery', 'tomorrow']","['07732584351', '-', 'Rodger', 'Burns', '-', 'MSG', '=', 'we', 'try', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'free', 'nokia', 'mobile', '+', 'free', 'camcorder', '.', 'please', 'call', 'now', '08000930705', 'for', 'delivery', 'tomorrow']"
43,ham,WHO ARE YOU SEEING?,,,,19,"['WHO', 'ARE', 'YOU', 'SEEING', '?']","['WHO', 'ARE', 'YOU', 'SEEING', '?']","['WHO', 'ARE', 'YOU', 'SEEING', '?']","['who', 'be', 'you', 'see', '?']"
44,ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,,,,72,"['Great', '!', 'I', 'hope', 'you', 'like', 'your', 'man', 'well', 'endowed', '.', 'I', 'am', '&', 'lt', ';', '#', '&', 'gt', ';', 'inches', '...']","['Great', '!', 'I', 'hope', 'you', 'like', 'your', 'man', 'well', 'endowed', '.', 'I', 'am', ' ', '&', 'lt;#&gt', ';', ' ', 'inches', '...']","['Great', '!', 'I', 'hope', 'you', 'like', 'your', 'man', 'well', 'endowed', '.', 'I', 'am', '&', 'lt', ';', '#', '&', 'gt', ';', 'inch', '...']","['great', '!', 'I', 'hope', 'you', 'like', 'your', 'man', 'well', 'endow', '.', 'I', 'be', ' ', '&', 'lt;#&gt', ';', ' ', 'inch', '...']"
45,ham,No calls..messages..missed calls,,,,32,"['No', 'calls', '..', 'messages', '..', 'missed', 'calls']","['No', 'calls', '..', 'messages', '..', 'missed', 'calls']","['No', 'call', '..', 'message', '..', 'missed', 'call']","['no', 'call', '..', 'message', '..', 'miss', 'call']"
46,ham,Didn't you get hep b immunisation in nigeria.,,,,45,"['Did', ""n't"", 'you', 'get', 'hep', 'b', 'immunisation', 'in', 'nigeria', '.']","['Did', ""n't"", 'you', 'get', 'hep', 'b', 'immunisation', 'in', 'nigeria', '.']","['Did', ""n't"", 'you', 'get', 'hep', 'b', 'immunisation', 'in', 'nigeria', '.']","['do', 'not', 'you', 'get', 'hep', 'b', 'immunisation', 'in', 'nigeria', '.']"
47,ham,"Fair enough, anything going on?",,,,31,"['Fair', 'enough', ',', 'anything', 'going', 'on', '?']","['Fair', 'enough', ',', 'anything', 'going', 'on', '?']","['Fair', 'enough', ',', 'anything', 'going', 'on', '?']","['fair', 'enough', ',', 'anything', 'go', 'on', '?']"
48,ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",,,,67,"['Yeah', 'hopefully', ',', 'if', 'tyler', 'ca', ""n't"", 'do', 'it', 'I', 'could', 'maybe', 'ask', 'around', 'a', 'bit']","['Yeah', 'hopefully', ',', 'if', 'tyler', 'ca', ""n't"", 'do', 'it', 'I', 'could', 'maybe', 'ask', 'around', 'a', 'bit']","['Yeah', 'hopefully', ',', 'if', 'tyler', 'ca', ""n't"", 'do', 'it', 'I', 'could', 'maybe', 'ask', 'around', 'a', 'bit']","['yeah', 'hopefully', ',', 'if', 'tyler', 'can', 'not', 'do', 'it', 'I', 'could', 'maybe', 'ask', 'around', 'a', 'bit']"
49,ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,,,,148,"['U', 'do', ""n't"", 'know', 'how', 'stubborn', 'I', 'am', '.', 'I', 'did', ""n't"", 'even', 'want', 'to', 'go', 'to', 'the', 'hospital', '.', 'I', 'kept', 'telling', 'Mark', 'I', ""'m"", 'not', 'a', 'weak', 'sucker', '.', 'Hospitals', 'are', 'for', 'weak', 'suckers', '.']","['U', 'do', ""n't"", 'know', 'how', 'stubborn', 'I', 'am', '.', 'I', 'did', ""n't"", 'even', 'want', 'to', 'go', 'to', 'the', 'hospital', '.', 'I', 'kept', 'telling', 'Mark', 'I', ""'m"", 'not', 'a', 'weak', 'sucker', '.', 'Hospitals', 'are', 'for', 'weak', 'suckers', '.']","['U', 'do', ""n't"", 'know', 'how', 'stubborn', 'I', 'am', '.', 'I', 'did', ""n't"", 'even', 'want', 'to', 'go', 'to', 'the', 'hospital', '.', 'I', 'kept', 'telling', 'Mark', 'I', ""'m"", 'not', 'a', 'weak', 'sucker', '.', 'Hospitals', 'are', 'for', 'weak', 'sucker', '.']","['u', 'do', 'not', 'know', 'how', 'stubborn', 'I', 'be', '.', 'I', 'do', 'not', 'even', 'want', 'to', 'go', 'to', 'the', 'hospital', '.', 'I', 'keep', 'tell', 'Mark', 'I', 'be', 'not', 'a', 'weak', 'sucker', '.', 'hospital', 'be', 'for', 'weak', 'sucker', '.']"
50,ham,What you thinked about me. First time you saw me in class.,,,,58,"['What', 'you', 'thinked', 'about', 'me', '.', 'First', 'time', 'you', 'saw', 'me', 'in', 'class', '.']","['What', 'you', 'thinked', 'about', 'me', '.', 'First', 'time', 'you', 'saw', 'me', 'in', 'class', '.']","['What', 'you', 'thinked', 'about', 'me', '.', 'First', 'time', 'you', 'saw', 'me', 'in', 'class', '.']","['what', 'you', 'think', 'about', 'I', '.', 'first', 'time', 'you', 'see', 'I', 'in', 'class', '.']"
51,ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",,,,124,"['A', 'gram', 'usually', 'runs', 'like', '&', 'lt', ';', '#', '&', 'gt', ';', ',', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'gets', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', '&', 'lt', ';', '#', '&', 'gt', ';']","['A', 'gram', 'usually', 'runs', 'like', ' ', '&', 'lt;#&gt', ';', ',', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'gets', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', ' ', '&', 'lt;#&gt', ';']","['A', 'gram', 'usually', 'run', 'like', '&', 'lt', ';', '#', '&', 'gt', ';', ',', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'get', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', '&', 'lt', ';', '#', '&', 'gt', ';']","['a', 'gram', 'usually', 'run', 'like', ' ', '&', 'lt;#&gt', ';', ',', 'a', 'half', 'eighth', 'be', 'smart', 'though', 'and', 'get', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', ' ', '&', 'lt;#&gt', ';']"
52,ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,,,,80,"['K', 'fyi', 'x', 'has', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', 'he', ""'s"", 'crashing', 'at', 'our', 'place', 'tonight']","['K', 'fyi', 'x', 'has', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', 'he', ""'s"", 'crashing', 'at', 'our', 'place', 'tonight']","['K', 'fyi', 'x', 'ha', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', 'he', ""'s"", 'crashing', 'at', 'our', 'place', 'tonight']","['k', 'fyi', 'x', 'have', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', 'he', 'be', 'crash', 'at', 'our', 'place', 'tonight']"
53,ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",,,,291,"['Wow', '.', 'I', 'never', 'realized', 'that', 'you', 'were', 'so', 'embarassed', 'by', 'your', 'accomodations', '.', 'I', 'thought', 'you', 'liked', 'it', ',', 'since', 'i', 'was', 'doing', 'the', 'best', 'i', 'could', 'and', 'you', 'always', 'seemed', 'so', 'happy', 'about', '\\the', 'cave\\', ""''"", '.', 'I', ""'m"", 'sorry', 'I', 'did', ""n't"", 'and', 'do', ""n't"", 'have', 'more', 'to', 'give', '.', 'I', ""'m"", 'sorry', 'i', 'offered', '.', 'I', ""'m"", 'sorry', 'your', 'room', 'was', 'so', 'embarassing', '.', ""''""]","['Wow', '.', 'I', 'never', 'realized', 'that', 'you', 'were', 'so', 'embarassed', 'by', 'your', 'accomodations', '.', 'I', 'thought', 'you', 'liked', 'it', ',', 'since', 'i', 'was', 'doing', 'the', 'best', 'i', 'could', 'and', 'you', 'always', 'seemed', 'so', 'happy', 'about', '\\the', 'cave\\', '""', '.', 'I', ""'m"", 'sorry', 'I', 'did', ""n't"", 'and', 'do', ""n't"", 'have', 'more', 'to', 'give', '.', 'I', ""'m"", 'sorry', 'i', 'offered', '.', 'I', ""'m"", 'sorry', 'your', 'room', 'was', 'so', 'embarassing', '.', '""']","['Wow', '.', 'I', 'never', 'realized', 'that', 'you', 'were', 'so', 'embarassed', 'by', 'your', 'accomodations', '.', 'I', 'thought', 'you', 'liked', 'it', ',', 'since', 'i', 'wa', 'doing', 'the', 'best', 'i', 'could', 'and', 'you', 'always', 'seemed', 'so', 'happy', 'about', '\\the', 'cave\\', ""''"", '.', 'I', ""'m"", 'sorry', 'I', 'did', ""n't"", 'and', 'do', ""n't"", 'have', 'more', 'to', 'give', '.', 'I', ""'m"", 'sorry', 'i', 'offered', '.', 'I', ""'m"", 'sorry', 'your', 'room', 'wa', 'so', 'embarassing', '.', ""''""]","['wow', '.', 'I', 'never', 'realize', 'that', 'you', 'be', 'so', 'embarassed', 'by', 'your', 'accomodation', '.', 'I', 'think', 'you', 'like', 'it', ',', 'since', 'I', 'be', 'do', 'the', 'good', 'I', 'could', 'and', 'you', 'always', 'seem', 'so', 'happy', 'about', '\\the', 'cave\\', '""', '.', 'I', 'be', 'sorry', 'I', 'do', 'not', 'and', 'do', 'not', 'have', 'more', 'to', 'give', '.', 'I', 'be', 'sorry', 'I', 'offer', '.', 'I', 'be', 'sorry', 'your', 'room', 'be', 'so', 'embarassing', '.', '""']"
54,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,,,,120,"['SMS', '.', 'ac', 'Sptv', ':', 'The', 'New', 'Jersey', 'Devils', 'and', 'the', 'Detroit', 'Red', 'Wings', 'play', 'Ice', 'Hockey', '.', 'Correct', 'or', 'Incorrect', '?', 'End', '?', 'Reply', 'END', 'SPTV']","['SMS', '.', 'ac', 'Sptv', ':', 'The', 'New', 'Jersey', 'Devils', 'and', 'the', 'Detroit', 'Red', 'Wings', 'play', 'Ice', 'Hockey', '.', 'Correct', 'or', 'Incorrect', '?', 'End', '?', 'Reply', 'END', 'SPTV']","['SMS', '.', 'ac', 'Sptv', ':', 'The', 'New', 'Jersey', 'Devils', 'and', 'the', 'Detroit', 'Red', 'Wings', 'play', 'Ice', 'Hockey', '.', 'Correct', 'or', 'Incorrect', '?', 'End', '?', 'Reply', 'END', 'SPTV']","['SMS', '.', 'ac', 'Sptv', ':', 'the', 'New', 'Jersey', 'Devils', 'and', 'the', 'Detroit', 'Red', 'Wings', 'play', 'Ice', 'Hockey', '.', 'correct', 'or', 'Incorrect', '?', 'end', '?', 'Reply', 'END', 'SPTV']"
55,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,,,,76,"['Do', 'you', 'know', 'what', 'Mallika', 'Sherawat', 'did', 'yesterday', '?', 'Find', 'out', 'now', '@', '&', 'lt', ';', 'URL', '&', 'gt', ';']","['Do', 'you', 'know', 'what', 'Mallika', 'Sherawat', 'did', 'yesterday', '?', 'Find', 'out', 'now', '@', ' ', '&', 'lt;URL&gt', ';']","['Do', 'you', 'know', 'what', 'Mallika', 'Sherawat', 'did', 'yesterday', '?', 'Find', 'out', 'now', '@', '&', 'lt', ';', 'URL', '&', 'gt', ';']","['do', 'you', 'know', 'what', 'Mallika', 'Sherawat', 'do', 'yesterday', '?', 'find', 'out', 'now', '@', ' ', '&', 'lt;URL&gt', ';']"
